year,dateTime,bias,crime_Category,offense1,description,borough,precinct,month_bin,index_
2022,2022-04-02,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Bronx,48,40,1
2022,2022-01-10,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Bronx,50,37,1
2022,2022-02-20,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Bronx,50,38,1
2022,2022-05-18,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,63,41,1
2022,2022-02-01,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,70,38,1
2022,2022-03-08,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,109,39,1
2022,2022-08-14,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,114,44,1
2022,2022-12-06,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,114,48,1
2022,2022-03-06,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Staten,121,39,1
2023,2023-08-29,Asian,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,1,56,1
2023,2023-10-17,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,1,58,1
2023,2023-07-11,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,22,55,1
2023,2023-11-13,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Bronx,49,59,1
2023,2023-11-09,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,72,59,1
2023,2023-03-05,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,84,51,1
2023,2023-03-13,White,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,84,51,1
2023,2023-04-10,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,102,52,1
2023,2023-11-01,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,104,59,1
2023,2023-04-25,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,115,52,1
2024,2024-03-19,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,112,63,1
2024,2024-06-05,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Staten,121,66,1
2019,2019-03-24,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,1,3,1
2019,2020-07-07,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,9,7,1
2019,2019-01-25,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,13,1,1
2019,2019-07-02,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,13,7,1
2019,2019-07-13,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,13,7,1
2019,2019-10-07,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,13,10,1
2019,2019-02-16,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,32,2,1
2019,2019-04-21,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,34,4,1
2019,2019-07-26,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,72,7,1
2019,2019-09-15,Muslim,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,76,9,1
2019,2019-08-20,Transgender,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,79,8,1
2019,2019-10-17,Hispanic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,79,10,1
2019,2019-12-05,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,94,12,1
2019,2019-10-03,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,100,10,1
2019,2019-09-01,Hispanic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,104,9,1
2019,2019-11-25,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,114,11,1
2019,2019-10-22,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,115,10,1
2019,2019-03-21,Hispanic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Staten,120,3,1
2020,2020-06-28,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,10,18,1
2020,2020-06-30,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,10,18,1
2020,2020-07-02,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,10,19,1
2020,2020-07-17,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,10,19,1
2020,2020-07-17,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,10,19,1
2020,2020-10-09,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,30,22,1
2020,2020-10-16,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,30,22,1
2020,2020-12-21,Hispanic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,115,24,1
2021,2021-12-14,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,18,36,1
2021,2021-11-10,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Bronx,40,35,1
2021,2021-11-11,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Bronx,44,35,1
2021,2021-01-17,Transgender,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Bronx,48,25,1
2021,2021-05-13,Muslim,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,61,29,1
2021,2021-11-29,Muslim,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,62,35,1
2021,2021-08-30,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,63,32,1
2021,2021-12-09,Hispanic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,75,36,1
2021,2021-03-18,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,77,27,1
2021,2021-12-29,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,105,36,1
2021,2021-02-22,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,112,26,1
2021,2021-07-27,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Staten,122,31,1
2022,2022-07-27,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,14,43,1
2022,2022-06-27,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,24,42,1
2022,2022-06-08,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,61,42,1
2022,2022-06-13,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,61,42,1
2022,2022-06-18,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,66,42,1
2022,2022-07-11,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,77,43,1
2023,2023-09-29,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,1,57,1
2023,2023-01-19,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Manhattan,18,49,1
2023,2023-05-11,Transgender,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,60,53,1
2023,2023-01-20,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,75,49,1
2023,2023-06-05,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,107,54,1
2023,2023-12-03,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,114,60,1
2024,2024-02-02,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,61,62,1
2024,2024-03-01,Muslim,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,105,63,1
2019,2019-03-19,Black,Felony,Criminal Mischief,Criminal Mis 2 & 3,Manhattan,19,3,1
2019,2019-03-21,Black,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Manhattan,19,3,1
2019,2019-07-14,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Bronx,49,7,1
2019,2019-01-12,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,71,1,1
2019,2019-06-12,Gay,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,76,6,1
2019,2019-02-20,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,78,2,1
2019,2019-08-04,Black,Misdemeanor,Criminal Mischief,"Mischief, Criminal 4, Of Motor",Queens,104,8,1
2019,2019-11-28,White,Felony,Criminal Mischief,Criminal Mis 2 & 3,Queens,106,11,1
2019,2019-04-17,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,107,4,1
2019,2019-06-02,Black,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Queens,115,6,1
2019,2019-02-18,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Staten,120,2,1
2019,2019-01-23,Black,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Staten,121,1,1
2019,2019-12-28,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Staten,123,12,1
2020,2020-02-10,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,25,14,1
2020,2020-10-20,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,25,22,1
2020,2020-10-19,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,61,22,1
2020,2020-05-08,Catholic,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,66,17,1
2020,2020-11-18,Black,Misdemeanor,Criminal Mischief,"Mischief, Criminal 4, Of Motor",Brooklyn,66,23,1
2020,2020-08-13,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Brooklyn,72,20,1
2020,2020-03-18,Gay,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Queens,115,15,1
2021,2021-09-17,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Manhattan,6,33,1
2021,2021-01-08,Black,Felony,Criminal Mischief,Criminal Mis 2 & 3,Bronx,50,25,1
2021,2021-11-16,Gay,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,61,35,1
2021,2021-06-24,Black,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,70,30,1
2021,2021-06-22,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Brooklyn,77,30,1
2021,2021-08-03,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,107,32,1
2021,2021-08-03,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,107,32,1
2021,2021-03-21,Asian,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,109,27,1
2021,2021-03-23,Asian,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Queens,110,27,1
2021,2021-06-01,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Queens,110,30,1
2021,2021-06-09,Asian,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Queens,111,30,1
2021,2021-05-18,Gay,Felony,Criminal Mischief,Criminal Mis 2 & 3,Queens,114,29,1
2021,2021-04-07,Asian,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Staten,120,28,1
2022,2022-02-10,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,1,38,1
2022,2022-02-16,Asian,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,5,38,1
2022,2022-03-03,Asian,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,5,39,1
2022,2022-04-15,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,10,40,1
2022,2022-03-02,Muslim,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Manhattan,14,39,1
2022,2022-06-08,Gay,Misdemeanor,Criminal Mischief,"Mischief, Criminal 4, By Fire",Manhattan,26,42,1
2022,2022-10-19,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,32,46,1
2022,2022-05-16,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Bronx,45,41,1
2022,2022-06-03,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Bronx,45,42,1
2022,2022-02-12,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Bronx,50,38,1
2022,2022-01-02,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Bronx,52,37,1
2022,2022-01-23,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Bronx,52,37,1
2022,2022-01-04,Black,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,60,37,1
2022,2022-05-01,Other Ethnicity,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Brooklyn,61,41,1
2022,2022-06-06,Black,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,61,42,1
2022,2022-08-21,Other Ethnicity,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,61,44,1
2022,2022-01-09,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Brooklyn,62,37,1
2022,2022-07-02,Asian,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Brooklyn,62,43,1
2022,2022-12-05,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Brooklyn,75,48,1
2022,2022-06-14,Catholic,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,84,42,1
2022,2022-09-14,Black,Felony,Criminal Mischief,Criminal Mis 2 & 3,Queens,103,45,1
2022,2022-10-18,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Queens,104,46,1
2022,2022-09-03,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,107,45,1
2022,2022-05-16,Muslim,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,108,41,1
2022,2022-02-18,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,111,38,1
2022,2022-07-07,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,111,43,1
2022,2022-06-30,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,114,42,1
2022,2022-07-26,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,114,43,1
2022,2022-09-21,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,115,45,1
2022,2022-02-09,Black,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Staten,122,38,1
2022,2022-09-20,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Staten,122,45,1
2023,2023-07-13,Gay,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Manhattan,1,55,1
2023,2023-09-27,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,1,57,1
2023,2023-06-15,Transgender,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,6,54,1
2023,2023-06-18,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,6,54,1
2023,2023-06-02,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,13,54,1
2023,2023-07-05,Gay,Felony,Criminal Mischief,Criminal Mis 2 & 3,Manhattan,24,55,1
2023,2023-10-19,Gay,Felony,Criminal Mischief,Criminal Mis 2 & 3,Manhattan,25,58,1
2023,2023-06-18,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Bronx,49,54,1
2023,2023-02-28,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,60,50,1
2023,2023-07-05,Other Ethnicity,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Brooklyn,61,55,1
2023,2023-10-31,Other Ethnicity,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,61,58,1
2023,2023-02-19,Lesbian,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Brooklyn,94,50,1
2023,2023-04-30,Black,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Queens,100,52,1
2023,2023-01-08,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,107,49,1
2023,2023-03-24,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Queens,107,51,1
2023,2023-07-03,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,107,55,1
2023,2023-11-03,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Staten,120,59,1
2024,2024-06-04,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,6,66,1
2024,2024-06-14,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,6,66,1
2024,2024-03-27,Gay,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Manhattan,19,63,1
2024,2024-05-30,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Manhattan,25,65,1
2024,2024-04-30,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Bronx,52,64,1
2024,2024-05-10,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,67,65,1
2024,2024-06-10,Black,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,70,66,1
2024,2024-05-29,Muslim,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,75,65,1
2024,2024-03-29,Black,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,79,63,1
2024,2024-03-21,Other Ethnicity,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Queens,107,63,1
2019,2019-06-07,Black,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,10,6,1
2019,2019-11-03,Gay,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,13,11,1
2019,2019-03-16,Gay,Felony,Robbery,"Robbery,Personal Electronic Device",Manhattan,18,3,1
2019,2019-10-05,Gay,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,18,10,1
2019,2019-11-19,Hispanic,Misdemeanor,Assault,"Menacing,Unclassified",Manhattan,24,11,1
2019,2019-07-08,Gay,Misdemeanor,Criminal Mischief,"Mischief, Criminal 4, By Fire",Manhattan,32,7,1
2019,2019-06-01,White,Felony,Other,Rape 1,Bronx,40,6,1
2019,2019-05-11,Muslim,Felony,Robbery,"Robbery,Pocketbook/Carried Bag",Bronx,42,5,1
2019,2019-05-11,Muslim,Felony,Robbery,"Robbery,Pocketbook/Carried Bag",Bronx,42,5,1
2019,2019-05-11,Muslim,Felony,Robbery,"Robbery,Pocketbook/Carried Bag",Bronx,42,5,1
2019,2019-08-05,Transgender,Misdemeanor,Assault,"Menacing,Unclassified",Bronx,47,8,1
2019,2019-01-15,Asian,Felony,Other,"Murder,Unclassified",Brooklyn,61,1,1
2019,2019-12-12,Muslim,Felony,Criminal Mischief,Criminal Mis 2 & 3,Brooklyn,63,12,1
2019,2019-03-11,Hispanic,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,67,3,1
2019,2019-05-19,Gay,Felony,Robbery,"Robbery,Dwelling",Brooklyn,68,5,1
2019,2019-05-17,Transgender,Felony,Other,Weapons Possession 3,Brooklyn,71,5,1
2019,2019-03-22,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,75,3,1
2019,2019-03-22,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,75,3,1
2019,2019-07-26,Black,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Brooklyn,75,7,1
2019,2019-07-28,Gay,Felony,Robbery,"Robbery,Personal Electronic Device",Brooklyn,79,7,1
2019,2019-07-28,Gay,Felony,Robbery,"Robbery,Personal Electronic Device",Brooklyn,79,7,1
2019,2019-06-22,Muslim,Felony,Robbery,"Robbery,Car Jacking",Brooklyn,84,6,1
2019,2019-09-15,Gay,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,88,9,1
2019,2019-11-03,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,94,11,1
2019,2019-04-30,Muslim,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Queens,102,4,1
2019,2019-04-07,Transgender,Misdemeanor,Assault,"Menacing,Unclassified",Queens,112,4,1
2019,2019-04-26,Black,Misdemeanor,Assault,Obstr Breath/Circul,Queens,113,4,1
2020,2020-03-29,Asian,Misdemeanor,Assault,"Menacing,Unclassified",Manhattan,5,15,1
2020,2020-05-24,Asian,Felony,Misc. Penal Law,Menacing 1St Degree (Vict Not,Manhattan,6,17,1
2020,2020-12-18,Asian,Felony,Robbery,"Robbery,Public Place Inside",Manhattan,6,24,1
2020,2020-12-18,Asian,Felony,Robbery,"Robbery,Public Place Inside",Manhattan,6,24,1
2020,2020-05-05,Gay,Felony,Robbery,"Robbery,Dwelling",Manhattan,10,17,1
2020,2020-06-30,Gay,Felony,Other,Sexual Abuse,Manhattan,10,18,1
2020,2020-03-10,Asian,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,23,15,1
2020,2020-08-25,White,Felony,Robbery,"Robbery,Open Area Unclassified",Manhattan,32,20,1
2020,2020-07-07,Gay,Felony,Robbery,"Robbery,Open Area Unclassified",Bronx,40,19,1
2020,2020-07-07,Gay,Felony,Robbery,"Robbery,Open Area Unclassified",Bronx,40,19,1
2020,2020-07-31,Asian,Felony,Misc. Penal Law,Aggravated Harassment 1,Bronx,40,19,1
2020,2020-10-08,Gay,Misdemeanor,Assault,"Menacing,Unclassified",Bronx,48,22,1
2020,2020-08-09,Gay,Felony,Misc. Penal Law,Aggravated Harassment 1,Brooklyn,60,20,1
2020,2020-03-20,Asian,Felony,Grand Larceny,"Larceny,Grand From Person,Personal Electronic Device(Snatch)",Brooklyn,66,15,1
2020,2020-09-07,Gay,Felony,Other,"Manslaughter,Unclassified - No",Queens,101,21,1
2020,2020-09-24,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Queens,101,21,1
2020,2020-03-12,Asian,Felony,Misc. Penal Law,Aggravated Harassment 1,Queens,112,15,1
2020,2020-04-26,Asian,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Queens,112,16,1
2020,2020-03-14,Black,Felony,Misc. Penal Law,Aggravated Harassment 1,Staten,120,15,1
2020,2020-08-31,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Staten,120,20,1
2020,2020-09-03,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Staten,120,21,1
2020,2020-09-03,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Staten,120,21,1
2021,2021-04-01,Asian,Misdemeanor,Assault,"Menacing,Unclassified",Manhattan,1,28,1
2021,2021-08-16,Gay,Misdemeanor,Criminal Mischief,"Mischief, Criminal 4, By Fire",Manhattan,6,32,1
2021,2021-03-26,Asian,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,7,27,1
2021,2021-09-23,Asian,Misdemeanor,Assault,"Menacing,Unclassified",Manhattan,7,33,1
2021,2021-04-27,Asian,Felony,Robbery,"Robbery,Open Area Unclassified",Manhattan,9,28,1
2021,2021-12-26,Gay,Misdemeanor,Assault,"Menacing,Unclassified",Manhattan,10,36,1
2021,2021-03-26,Asian,Misdemeanor,Assault,"Menacing,Unclassified",Manhattan,14,27,1
2021,2021-03-30,Asian,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Manhattan,14,27,1
2021,2021-09-11,Gay,Felony,Felony Assault,Strangulation 1St,Manhattan,14,33,1
2021,2021-09-11,Gay,Felony,Felony Assault,Strangulation 1St,Manhattan,14,33,1
2021,2021-09-23,Black,Misdemeanor,Assault,"Menacing,Unclassified",Manhattan,14,33,1
2021,2021-06-04,Asian,Felony,Misc. Penal Law,Aggravated Harassment 1,Manhattan,17,30,1
2021,2021-04-23,Asian,Felony,Other,"Manslaughter,Unclassified - No",Manhattan,25,28,1
2021,2021-04-23,Asian,Felony,Other,"Manslaughter,Unclassified - No",Manhattan,25,28,1
2021,2021-06-21,Catholic,Misdemeanor,Criminal Mischief,"Criminal Mischief,Unclassified 4",Manhattan,26,30,1
2021,2021-12-09,Transgender,Felony,Robbery,"Robbery,Public Place Inside",Manhattan,28,36,1
2021,2021-08-26,Gay,Misdemeanor,Assault,"Menacing,Unclassified",Manhattan,32,32,1
2021,2021-08-09,Catholic,Misdemeanor,Criminal Mischief,"Mischief, Criminal 4, By Fire",Bronx,40,32,1
2021,2021-05-14,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,62,29,1
2021,2021-07-01,Black,Misdemeanor,Criminal Mischief,"Criminal Mischief 4Th, Graffit",Brooklyn,66,31,1
2021,2021-02-03,Asian,Misdemeanor,Assault,"Menacing,Unclassified",Brooklyn,70,26,1
2021,2021-06-11,Asian,Felony,Robbery,"Robbery,Begin As Shoplifting",Brooklyn,71,30,1
2021,2021-06-11,Asian,Felony,Robbery,"Robbery,Begin As Shoplifting",Brooklyn,71,30,1
2021,2021-12-20,Black,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Brooklyn,71,36,1
2021,2021-12-20,Black,Felony,Criminal Mischief,"Mischief, Criminal 3 & 2, Of M",Brooklyn,71,36,1
2021,2021-05-16,Catholic,Felony,Criminal Mischief,"Mischief,Criminal,    Uncl 2Nd",Brooklyn,72,29,1
